ID,Estado de contacto,Corredor,Microzona,Ciudad,Clase,Puntaje operativo,Empresa,Sector,Segmento comercial,Teléfonos,Calidad del teléfono,Teléfono principal (tel:),Links telefónicos,Preguntar por,Necesidad probable,Oferta PRESOL,Gancho comercial,Acción sugerida,Dato pendiente,Google Maps,Fuente,URL fuente,Evidencia,Calidad del dato,Origen del registro,Resultado,Fecha de visita,Próximo paso,Notas de campo,Servicios PRESOL a ofrecer,Rubro foco enriquecimiento,Ciudad foco solicitada,Prioridad visita sugerida,Observación servicio nuevo,Fuente unificación,Notas de unificación
AG-002,Pendiente,Córdoba / RN36 norte,Alta Gracia / Ruta 5,Alta Gracia,A,100,Miguel Ángel Premoldeados,Premoldeados de hormigón,Hormigón / áridos / premoldeados,03547 430962 / 03547 15501860,OK,tel:+543547430962,tel:+543547430962 | tel:+5493547501860,despacho / producción,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Premoldeados con línea infraestructura y piezas especiales; buen encaje para plataforma e hidrogrúa.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Miguel+%C3%81ngel+Premoldeados+Alta+Gracia+C%C3%B3rdoba+Argentina,Web propia Miguel Ángel Premoldeados,https://miguelangelpremoldeados.com,"Sitio propio informa fabricación de premoldeados, infraestructura, piezas especiales, teléfonos y ruta 5 km 24.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
AG-003,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,A,100,Precons S.R.L.,Premoldeados / tanques / construcción,Hormigón / áridos / premoldeados,3547 430993,OK,tel:+543547430993,tel:+543547430993,despacho / producción,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Parque en expansión; ofrecer servicio a clientes finales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.662670,-64.414474",eldirectorio.co / preconssrl.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
AG-004,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,75,Grupo Buglione,Autopartes / remanufactura,Industria / mantenimiento,0351 6512408 / 0351 3271171 / 03547 432121,OK,tel:+543516512408,tel:+543516512408 | tel:+543513271171 | tel:+543547432121,mantenimiento / compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales de mantenimiento, repuestos pesados, mudanzas internas y cargas con seguro/GPS.",Parque N°53; entrar por logística/compras.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.660000,-64.430000",Facebook Grupo Buglione,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
AG-005,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,75,Mattsay Steel Frame,Casas modulares / steel frame,Industria / mantenimiento,3547 477530,OK,tel:+543547477530,tel:+543547477530,operaciones / entregas,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Instalación en lote; preguntar si tercerizan traslados.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.653000,-64.428000",mattsay.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
AG-006,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,50,Habitaciones Calificadas,Módulos habitacionales,Módulos / containers,A relevar,A relevar,,,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Teléfono no confiable en web; relevar en visita/parque.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.650000,-64.421000",Informe de mercado / parque Alta Gracia,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Media,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
AG-007,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,50,R5 Premoldeados,Premoldeados / muros / cerramientos,Hormigón / áridos / premoldeados,A relevar,A relevar,,,despacho / colocación,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Fábrica de premoldeados en Alta Gracia; validar si terceriza transporte/descarga.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=R5+Premoldeados+Alta+Gracia+C%C3%B3rdoba+Argentina,Instagram público / resultado de búsqueda,https://www.instagram.com/r5.premoldeados,"Resultado público indica fábrica de premoldeados en Alta Gracia, muros, cerramientos y estructuras.",Media,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Media,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
SIE-001,Pendiente,Córdoba / RN36 norte,Sierras / RN36-Ruta 5,Córdoba / Sierras,B,50,"El Alto Áridos, Hormigón y Desarrollos",Áridos / hormigón / desarrollos,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Proveedor de áridos y hormigón en sierras; validar si requiere traslados de equipos o apoyo en obras.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=El+Alto+%C3%81ridos%2C+Hormig%C3%B3n+y+Desarrollos+C%C3%B3rdoba+%2F+Sierras+C%C3%B3rdoba+Argentina,Web pública / resultado de búsqueda,https://www.elalto.ar,"Resultado público lo describe como proveedor de áridos lavados, hormigón elaborado y desarrollos integrales.",Media,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Media,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: CSI-001
CBA-001,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,A,100,Pretencord S.R.L.,Pretensados y premoldeados de hormigón,Hormigón / áridos / premoldeados,+54 351 2422363 / +54 351 2454059,OK,tel:+543512422363,tel:+543512422363 | tel:+543512454059,despacho / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Despacha a corralones de todo el país; PRESOL puede ofrecer refuerzo logístico regional.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Pretencord+S.R.L.+C%C3%B3rdoba+capital+C%C3%B3rdoba+Argentina,Web propia Pretencord,https://pretencord.com,"Sitio informa fabricación propia, despacho nacional, red de corralones, WhatsApp/teléfono.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
CBA-002,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,B,75,Boetto y Buttigliengo S.A.,Constructora,Obra / constructora,0351 4653272,OK,tel:+543514653272,tel:+543514653272,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Prospecto grande; mejor por obra/encargado que por administración.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.449963,-64.252114",BNamericas / bbcsa.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
CBA-003,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,B,75,CABIAL Empresa Constructora,Constructora,Obra / constructora,0351 4822855 / 0351 4658599,OK,tel:+543514822855,tel:+543514822855 | tel:+543514658599,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.","Cotizar traslado concreto, no presentación genérica.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.438000,-64.205000",arempresas.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
CBA-004,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,B,60,IngaV Constructora,Constructora,Obra / constructora,0351 5890684 / 0351 5579222 (verificar),VER,tel:+543515890684,tel:+543515890684 | tel:+543515579222,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Contacto directo WhatsApp; pedir próximo traslado.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.413163,-64.170080",ingavconstructora.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Media,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
CBA-005,Pendiente,Córdoba / RN36 norte,Contacto remoto / Jesús María,Córdoba capital zona sur,A,100,AG GROUP Industria,Módulos / construcción industrializada,Módulos / containers,3525 513210,OK,tel:+543525513210,tel:+543525513210,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.","Aunque está en Jesús María, vende en Córdoba; ofrecer logística provincial.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.000000,-64.090000",aggroupindustria.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: CZS-001
CBA-006,Pendiente,Córdoba / RN36 norte,Córdoba Sur-Oeste / canteras,Córdoba capital zona sur,A,100,Canteras Ruiz,Áridos / cantera,Hormigón / áridos / premoldeados,0351 5570618 / 0351 4524228 / 0351 155508346,OK,tel:+543515570618,tel:+543515570618 | tel:+543514524228 | tel:+5493515508346,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Movimiento de equipos de cantera/planta; transporte de material suelto sujeto a confirmar unidad o esquema operativo.,Servicio de áridos sólo si se confirma volcador/tercerización.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.475000,-64.235000",canterasruiz.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: CZS-002
CBA-007,Pendiente,Córdoba / RN36 norte,Córdoba Oeste / Av. Colón,Córdoba capital zona sur,A,100,Corralón Mis Ladrillos,Corralón mayorista,Hormigón / áridos / premoldeados,0351 3705858,OK,tel:+543513705858,tel:+543513705858,responsable de logística/compras,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,Entrada rápida a mercado capitalino; ofrecer reparto pesado regional.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.396774,-64.251905",Vuelta Canela / directorio,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: CZS-003
CBA-008,Pendiente,Córdoba / RN36 norte,Córdoba Sur / RN36-Vélez Sarsfield,Córdoba capital zona sur,A,100,Hormi Block S.A.,Hormigón elaborado,Hormigón / áridos / premoldeados,0351 4939510 / 0351 4945800,OK,tel:+543514939510,tel:+543514939510 | tel:+543514945800,operaciones / planta,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Traslado de equipos de planta, bombas, premoldeados y apoyo a picos de obra.",Av. Vélez Sarsfield 5801; entrada directa por corredor.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.481687,-64.203118",InfoNegocios / Hormi Block,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: CZS-004
